Unique_ID,X,Y,NAME,DISTRICT,Hectare,EnvironmentalValue,EnvironmentalComposite,RiverDistance,RoadDistance,RailwayDistance,SpaceValue,RiverQuality,PublicBuilding,EducationBuilding,IndustryBuilding,ResidentBuilding,PerHousehold,Aged_0_15,Aged_16_29,Aged_30_44,Aged_45_64,Aged_65__2,Aged_Working,Population,PopulationDensity,PresonsHectare,HousePrice,HouseSaleRate,EmploymentRate,UnemployRate,AccessToTraffic,Traffic,Transportation,ChildrenObesityRate,IncapacityRate,CrimeRate,DeliberateFires,StudentScore,StudentAbsence,ChildrenInLow,AceessToGreenSpace,WellBeing,LifeExpectancy,PM2_5_Conc,Attribut_1,Attribut_2,OtterRecordYear
6979,537177,196773,Enfield Highway,Enfield,463.653,1.39,0.38,1,0,0,0.8,0,0,0,0,0,2.4,8.778147118,6.753425684,7.145307252,5.917411673,3.487745953,5.556776557,37.63881424,9,9,185000,0.012,52.3,11.45,2.5,2.2,25.6,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
6980,537363,196773,Enfield Highway,Enfield,463.653,1.39,0.38,1,0,0,0.8,0,0,0,0,0,2.4,8.778147118,6.753425684,7.145307252,5.917411673,3.487745953,5.556776557,37.63881424,9,9,185000,0.012,52.3,11.45,2.5,2.2,25.6,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
6981,537549,196773,Enfield Highway,Enfield,463.653,1.49,0.31,1,0,0,0.8,0.27,0,0,0,0,2.4,8.778147118,6.753425684,7.145307252,5.917411673,3.487745953,5.556776557,37.63881424,9,9,185000,0.012,52.3,11.45,2.5,2.2,25.6,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
6982,535037,196827,Enfield Highway,Enfield,463.653,0.491,0.62,0.23,0.01,0,0,0,0,0,0,1280.054904,2.7,7.32523468,6.173586959,6.173586959,7.627306213,4.776506118,33.60705882,65.68327975,52.2,54,298500,0.006,54,10.45,2.5,3.2,50,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
6983,535223,196827,Enfield Highway,Enfield,463.653,1.493,0.62,0.86,0,0,0.99,0,25.20369911,0,0,0,2.7,7.32523468,6.173586959,6.173586959,7.627306213,4.776506118,33.60705882,65.68327975,52.2,54,298500,0.006,54,10.45,2.5,3.2,50,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
6984,535409,196827,Enfield Highway,Enfield,463.653,0.794,0.46,0.08,0,0,1,0,0,0,0,0,2.4,8.778147118,6.753425684,7.145307252,5.917411673,3.487745953,5.556776557,37.63881424,9,9,185000,0.012,52.3,11.45,2.5,2.2,25.6,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
6985,535595,196827,Enfield Highway,Enfield,463.653,0.665,0.38,0,0,0,0.95,0,0,0,0,0,2.4,8.778147118,6.753425684,7.145307252,5.917411673,3.487745953,5.556776557,37.63881424,9,9,185000,0.012,52.3,11.45,2.5,2.2,25.6,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
6986,535781,196827,Enfield Highway,Enfield,463.653,0.46,0.38,0,0,0,0.54,0,0,0,0,889.4614663,2.4,8.778147118,6.753425684,7.145307252,5.917411673,3.487745953,5.556776557,37.63881424,9,9,185000,0.012,52.3,11.45,2.5,2.2,25.6,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
6987,535967,196827,Enfield Highway,Enfield,463.653,0.49,0.46,0,0,0,0.52,0,1024.359985,0,0,12.21010017,2.4,8.778147118,6.753425684,7.145307252,5.917411673,3.487745953,5.556776557,37.63881424,9,9,185000,0.012,52.3,11.45,2.5,2.2,25.6,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
6988,536153,196827,Enfield Highway,Enfield,463.653,0.23,0.46,0,0,0,0,0,0,0,0,2371.316917,2.4,8.778147118,6.753425684,7.145307252,5.917411673,3.487745953,5.556776557,37.63881424,9,9,185000,0.012,52.3,11.45,2.5,2.2,25.6,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
6989,536339,196827,Enfield Highway,Enfield,463.653,0.335,0.62,0,0,0.6,0.29,0,3508.532738,0,0,0,2.4,8.778147118,6.753425684,7.145307252,5.917411673,3.487745953,5.556776557,37.63881424,9,9,185000,0.012,52.3,11.45,2.5,2.2,25.6,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
6990,536526,196827,Enfield Highway,Enfield,463.653,0.508,0.62,0.19,0.03,0,0.11,0,2089.370117,0,0,0,2.4,8.778147118,6.753425684,7.145307252,5.917411673,3.487745953,5.556776557,37.63881424,9,9,185000,0.012,52.3,11.45,2.5,2.2,25.6,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
6991,536712,196827,Enfield Highway,Enfield,463.653,1.041,0.46,0.88,0.01,0,0.22,0,5.612969875,0,0,0,2.4,8.778147118,6.753425684,7.145307252,5.917411673,3.487745953,5.556776557,37.63881424,9,9,185000,0.012,52.3,11.45,2.5,2.2,25.6,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
6992,536898,196827,Enfield Highway,Enfield,463.653,0.44,0.31,0.3,0,0,0,0.09,0,0,0,0,2.4,8.778147118,6.753425684,7.145307252,5.917411673,3.487745953,5.556776557,37.63881424,9,9,185000,0.012,52.3,11.45,2.5,2.2,25.6,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
6993,537084,196827,Enfield Highway,Enfield,463.653,1.586,0.31,1,0.03,0,0.83,0.45,0,0,0,0,2.4,8.778147118,6.753425684,7.145307252,5.917411673,3.487745953,5.556776557,37.63881424,9,9,185000,0.012,52.3,11.45,2.5,2.2,25.6,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
6994,537270,196827,Enfield Highway,Enfield,463.653,1.39,0.38,1,0,0,0.8,0,0,0,0,0,2.4,8.778147118,6.753425684,7.145307252,5.917411673,3.487745953,5.556776557,37.63881424,9,9,185000,0.012,52.3,11.45,2.5,2.2,25.6,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
6995,537456,196827,Enfield Highway,Enfield,463.653,1.355,0.31,1,0,0,0.8,0,0,0,0,0,2.4,8.778147118,6.753425684,7.145307252,5.917411673,3.487745953,5.556776557,37.63881424,9,9,185000,0.012,52.3,11.45,2.5,2.2,25.6,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
6996,537642,196827,Enfield Highway,Enfield,463.653,1.464,0.31,1,0.02,0,0.58,0.45,0,0,0,0,2.4,8.778147118,6.753425684,7.145307252,5.917411673,3.487745953,5.556776557,37.63881424,9,9,185000,0.012,52.3,11.45,2.5,2.2,25.6,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
6997,534944,196880,Enfield Highway,Enfield,463.653,0.276,0.54,0.02,0,0.95,0.36,0,677.4650269,0,0,855.2545771,2.7,7.32523468,6.173586959,6.173586959,7.627306213,4.776506118,33.60705882,65.68327975,52.2,54,298500,0.006,54,10.45,2.5,3.2,50,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
6998,535130,196880,Enfield Highway,Enfield,463.653,1.209,0.62,0.69,0.01,0,0.7,0,0,0,0,237.8910999,2.7,7.32523468,6.173586959,6.173586959,7.627306213,4.776506118,33.60705882,65.68327975,52.2,54,298500,0.006,54,10.45,2.5,3.2,50,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
6999,535316,196880,Enfield Highway,Enfield,463.653,0.916,0.46,0.32,0,0,0.86,0,0,0,0,0,2.4,8.778147118,6.753425684,7.145307252,5.917411673,3.487745953,5.556776557,37.63881424,9,9,185000,0.012,52.3,11.45,2.5,2.2,25.6,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
7000,535502,196880,Enfield Highway,Enfield,463.653,0.6,0.46,0,0,0,0.74,0,0,0,0,0,2.4,8.778147118,6.753425684,7.145307252,5.917411673,3.487745953,5.556776557,37.63881424,9,9,185000,0.012,52.3,11.45,2.5,2.2,25.6,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
7001,535688,196880,Enfield Highway,Enfield,463.653,0.602,0.38,0,0.01,0,0.83,0,0,0,0,281.3552246,2.4,8.778147118,6.753425684,7.145307252,5.917411673,3.487745953,5.556776557,37.63881424,9,9,185000,0.012,52.3,11.45,2.5,2.2,25.6,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
7002,535874,196880,Enfield Highway,Enfield,463.653,0.365,0.38,0,0,0,0.35,0,765.210022,0,0,721.3491983,2.4,8.778147118,6.753425684,7.145307252,5.917411673,3.487745953,5.556776557,37.63881424,9,9,185000,0.012,52.3,11.45,2.5,2.2,25.6,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
7003,536060,196880,Enfield Highway,Enfield,463.653,0.215,0.46,0,0.05,0,0,0,0,0,0,1289.715633,2.4,8.778147118,6.753425684,7.145307252,5.917411673,3.487745953,5.556776557,37.63881424,9,9,185000,0.012,52.3,11.45,2.5,2.2,25.6,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
7004,536246,196880,Enfield Highway,Enfield,463.653,0.206,0.62,0,0,0.67,0.06,0,1333.797504,0,0,1695.077761,2.4,8.778147118,6.753425684,7.145307252,5.917411673,3.487745953,5.556776557,37.63881424,9,9,185000,0.012,52.3,11.45,2.5,2.2,25.6,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
7005,536433,196880,Enfield Highway,Enfield,463.653,0.241,0.62,0,0.23,0,0,0,963.4807835,0,1591.272144,0,2.4,8.778147118,6.753425684,7.145307252,5.917411673,3.487745953,5.556776557,37.63881424,9,9,185000,0.012,52.3,11.45,2.5,2.2,25.6,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
7006,536619,196880,Enfield Highway,Enfield,463.653,0.651,0.54,0.48,0.01,0,0,0,473.7201755,0,0,0,2.4,8.778147118,6.753425684,7.145307252,5.917411673,3.487745953,5.556776557,37.63881424,9,9,185000,0.012,52.3,11.45,2.5,2.2,25.6,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
7007,536805,196880,Enfield Highway,Enfield,463.653,0.47,0.54,0.25,0,0,0,0,0,0,0,0,2.4,8.778147118,6.753425684,7.145307252,5.917411673,3.487745953,5.556776557,37.63881424,9,9,185000,0.012,52.3,11.45,2.5,2.2,25.6,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
7008,536991,196880,Enfield Highway,Enfield,463.653,1.295,0.31,0.91,0.01,0,0.38,0.45,235.1089935,0,0,0,2.4,8.778147118,6.753425684,7.145307252,5.917411673,3.487745953,5.556776557,37.63881424,9,9,185000,0.012,52.3,11.45,2.5,2.2,25.6,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
7009,537177,196880,Enfield Highway,Enfield,463.653,1.39,0.38,1,0,0,0.8,0,0,0,0,0,2.4,8.778147118,6.753425684,7.145307252,5.917411673,3.487745953,5.556776557,37.63881424,9,9,185000,0.012,52.3,11.45,2.5,2.2,25.6,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
7010,537363,196880,Enfield Highway,Enfield,463.653,1.39,0.38,1,0,0,0.8,0,0,0,0,0,2.4,8.778147118,6.753425684,7.145307252,5.917411673,3.487745953,5.556776557,37.63881424,9,9,185000,0.012,52.3,11.45,2.5,2.2,25.6,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
7011,537549,196880,Enfield Highway,Enfield,463.653,1.4450001,0.31,1,0,0,0.8,0.18,0,0,0,0,2.4,8.778147118,6.753425684,7.145307252,5.917411673,3.487745953,5.556776557,37.63881424,9,9,185000,0.012,52.3,11.45,2.5,2.2,25.6,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
7012,535037,196934,Enfield Highway,Enfield,463.653,0.446,0.62,0.17,0,0,0,0,0,0,0,1826.301191,2.7,7.32523468,6.173586959,6.173586959,7.627306213,4.776506118,33.60705882,65.68327975,52.2,54,298500,0.006,54,10.45,2.5,3.2,50,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
7013,535223,196934,Enfield Highway,Enfield,463.653,1.158,0.62,0.56,0,0,0.8,0,346.3130035,0,0,0,2.6,9.824725087,6.484917626,7.503334251,5.676175012,2.590971708,62.49463369,94.57475738,98.9,102,210000,0.005,50.4,10.85,2.5,3,48.05,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
7014,535409,196934,Enfield Highway,Enfield,463.653,0.583,0.46,0.06,0,0,0.61,0,0,0,0,0,2.4,8.778147118,6.753425684,7.145307252,5.917411673,3.487745953,5.556776557,37.63881424,9,9,185000,0.012,52.3,11.45,2.5,2.2,25.6,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
7015,535595,196934,Enfield Highway,Enfield,463.653,0.625,0.46,0,0,0,0.79,0,0,0,0,0,2.4,8.778147118,6.753425684,7.145307252,5.917411673,3.487745953,5.556776557,37.63881424,9,9,185000,0.012,52.3,11.45,2.5,2.2,25.6,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
7016,535781,196934,Enfield Highway,Enfield,463.653,0.19,0.38,0,0,0,0,0,0,0,0,1830.906943,2.9,7.942066596,6.61838883,6.373263318,7.108639854,4.036400101,62.62729124,94.70604994,96.5,100,262498,0.013,56,9.55,2.5,2.6,31.65,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
7017,535967,196934,Enfield Highway,Enfield,463.653,0.43,0.46,0,0,0,0.4,0,2975.23999,0,0,154.160357,2.4,8.778147118,6.753425684,7.145307252,5.917411673,3.487745953,5.556776557,37.63881424,9,9,185000,0.012,52.3,11.45,2.5,2.2,25.6,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
7018,536153,196934,Enfield Highway,Enfield,463.653,0.227,0.46,0,0.01,0,0,0,25.8593998,0,0,1523.981776,2.4,8.778147118,6.753425684,7.145307252,5.917411673,3.487745953,5.556776557,37.63881424,9,9,185000,0.012,52.3,11.45,2.5,2.2,25.6,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
7019,536339,196934,Enfield Highway,Enfield,463.653,0.35,0.62,0,0,0.6,0.32,0,1048.691505,0,25.63610077,0,2.4,8.778147118,6.753425684,7.145307252,5.917411673,3.487745953,5.556776557,37.63881424,9,9,185000,0.012,52.3,11.45,2.5,2.2,25.6,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
7020,536526,196934,Enfield Highway,Enfield,463.653,0.363,0.54,0.11,0,0,0.01,0,0,0,0,0,2.4,8.778147118,6.753425684,7.145307252,5.917411673,3.487745953,5.556776557,37.63881424,9,9,185000,0.012,52.3,11.45,2.5,2.2,25.6,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
7021,536712,196934,Enfield Highway,Enfield,463.653,0.518,0.54,0.31,0,0,0,0,0,0,0,0,2.4,8.778147118,6.753425684,7.145307252,5.917411673,3.487745953,5.556776557,37.63881424,9,9,185000,0.012,52.3,11.45,2.5,2.2,25.6,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
7022,536898,196934,Enfield Highway,Enfield,463.653,0.464,0.31,0.33,0,0,0,0.09,682.5219727,0,0,0,2.4,8.778147118,6.753425684,7.145307252,5.917411673,3.487745953,5.556776557,37.63881424,9,9,185000,0.012,52.3,11.45,2.5,2.2,25.6,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
7023,537084,196934,Enfield Highway,Enfield,463.653,1.576,0.31,1,0.03,0,0.81,0.45,0,0,0,0,2.4,8.778147118,6.753425684,7.145307252,5.917411673,3.487745953,5.556776557,37.63881424,9,9,185000,0.012,52.3,11.45,2.5,2.2,25.6,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
7024,537270,196934,Enfield Highway,Enfield,463.653,1.39,0.38,1,0,0,0.8,0,0,0,0,0,2.4,8.778147118,6.753425684,7.145307252,5.917411673,3.487745953,5.556776557,37.63881424,9,9,185000,0.012,52.3,11.45,2.5,2.2,25.6,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
7025,537456,196934,Enfield Highway,Enfield,463.653,1.355,0.31,1,0,0,0.8,0,0,0,0,0,2.4,8.778147118,6.753425684,7.145307252,5.917411673,3.487745953,5.556776557,37.63881424,9,9,185000,0.012,52.3,11.45,2.5,2.2,25.6,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
7026,537642,196934,Enfield Highway,Enfield,463.653,1.526,0.31,1,0.03,0,0.71,0.45,0.123398997,0,0,0,2.4,8.778147118,6.753425684,7.145307252,5.917411673,3.487745953,5.556776557,37.63881424,9,9,185000,0.012,52.3,11.45,2.5,2.2,25.6,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
7027,534944,196988,Enfield Highway,Enfield,463.653,0.243,0.54,0,0.09,0.95,0.38,0,0,0,0,802.2170105,2.7,7.32523468,6.173586959,6.173586959,7.627306213,4.776506118,33.60705882,65.68327975,52.2,54,298500,0.006,54,10.45,2.5,3.2,50,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
7028,535130,196988,Enfield Highway,Enfield,463.653,0.644,0.62,0.23,0,0,0.3,0,399.2620087,0,0,203.8553549,2.6,9.824725087,6.484917626,7.503334251,5.676175012,2.590971708,62.49463369,94.57475738,98.9,102,210000,0.005,50.4,10.85,2.5,3,48.05,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
7029,535316,196988,Enfield Highway,Enfield,463.653,0.658,0.46,0.16,0,0,0.6,0,0,0,0,0,2.4,8.778147118,6.753425684,7.145307252,5.917411673,3.487745953,5.556776557,37.63881424,9,9,185000,0.012,52.3,11.45,2.5,2.2,25.6,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
7030,535502,196988,Enfield Highway,Enfield,463.653,0.46,0.46,0,0,0,0.46,0,0,0,0,1060.205017,2.4,8.778147118,6.753425684,7.145307252,5.917411673,3.487745953,5.556776557,37.63881424,9,9,185000,0.012,52.3,11.45,2.5,2.2,25.6,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
7031,535688,196988,Enfield Highway,Enfield,463.653,0.612,0.38,0,0.01,0,0.85,0,16.4720993,0,0,186.6360016,2.9,7.942066596,6.61838883,6.373263318,7.108639854,4.036400101,62.62729124,94.70604994,96.5,100,262498,0.013,56,9.55,2.5,2.6,31.65,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
7032,535874,196988,Enfield Highway,Enfield,463.653,0.275,0.46,0,0,0,0.09,0,0,0,0,2593.690416,2.9,7.942066596,6.61838883,6.373263318,7.108639854,4.036400101,62.62729124,94.70604994,96.5,100,262498,0.013,56,9.55,2.5,2.6,31.65,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
7033,536060,196988,Enfield Highway,Enfield,463.653,0.215,0.46,0,0.05,0,0,0,0,0,0,1248.31991,2.9,7.895051435,7.170384878,6.464788494,7.284805914,3.260999506,39.76054664,71.83657687,60,61,290000,0.006,52.4,11,2.5,2.7,36,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
7034,536246,196988,Enfield Highway,Enfield,463.653,0.24,0.46,0,0,0,0.02,0,1551.386898,0,0,996.2073548,2.9,7.895051435,7.170384878,6.464788494,7.284805914,3.260999506,39.76054664,71.83657687,60,61,290000,0.006,52.4,11,2.5,2.7,36,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
7035,536433,196988,Enfield Highway,Enfield,463.653,0.247,0.62,0,0.21,0,0,0,652.5748478,0,1385.339966,0,2.4,8.778147118,6.753425684,7.145307252,5.917411673,3.487745953,5.556776557,37.63881424,9,9,185000,0.012,52.3,11.45,2.5,2.2,25.6,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
7036,536619,196988,Enfield Highway,Enfield,463.653,0.39,0.54,0.15,0,0,0,0,3061.266968,0,0,0,2.4,8.778147118,6.753425684,7.145307252,5.917411673,3.487745953,5.556776557,37.63881424,9,9,185000,0.012,52.3,11.45,2.5,2.2,25.6,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
7037,536805,196988,Enfield Highway,Enfield,463.653,0.382,0.54,0.14,0,0,0,0,777.2659912,0,0,0,2.4,8.778147118,6.753425684,7.145307252,5.917411673,3.487745953,5.556776557,37.63881424,9,9,185000,0.012,52.3,11.45,2.5,2.2,25.6,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
7038,536991,196988,Enfield Highway,Enfield,463.653,1.166,0.31,0.88,0.01,0,0.17,0.45,5494.379883,0,0,0,2.4,8.778147118,6.753425684,7.145307252,5.917411673,3.487745953,5.556776557,37.63881424,9,9,185000,0.012,52.3,11.45,2.5,2.2,25.6,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
7039,537177,196988,Enfield Highway,Enfield,463.653,1.39,0.38,1,0,0,0.8,0,0,0,0,0,2.4,8.778147118,6.753425684,7.145307252,5.917411673,3.487745953,5.556776557,37.63881424,9,9,185000,0.012,52.3,11.45,2.5,2.2,25.6,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
7040,537363,196988,Enfield Highway,Enfield,463.653,1.39,0.38,1,0,0,0.8,0,0,0,0,0,2.4,8.778147118,6.753425684,7.145307252,5.917411673,3.487745953,5.556776557,37.63881424,9,9,185000,0.012,52.3,11.45,2.5,2.2,25.6,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
7041,537549,196988,Enfield Highway,Enfield,463.653,1.4,0.31,1,0,0,0.8,0.09,0,0,0,0,2.4,8.778147118,6.753425684,7.145307252,5.917411673,3.487745953,5.556776557,37.63881424,9,9,185000,0.012,52.3,11.45,2.5,2.2,25.6,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
7042,537735,196988,Enfield Highway,Enfield,463.653,1.052,0,0.84,0,0,0.31,0.45,0,0,0,0,2.4,8.778147118,6.753425684,7.145307252,5.917411673,3.487745953,5.556776557,37.63881424,9,9,185000,0.012,52.3,11.45,2.5,2.2,25.6,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
7043,535037,197042,Enfield Highway,Enfield,463.653,0.325,0.62,0.02,0.02,0,0.01,0,0,0,21.61039925,1803.835541,2.7,7.32523468,6.173586959,6.173586959,7.627306213,4.776506118,33.60705882,65.68327975,52.2,54,298500,0.006,54,10.45,2.5,3.2,50,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
7044,535223,197042,Enfield Highway,Enfield,463.653,0.687,0.62,0.14,0,0,0.53,0,835.7222977,0,0,0.289979994,2.6,9.824725087,6.484917626,7.503334251,5.676175012,2.590971708,62.49463369,94.57475738,98.9,102,210000,0.005,50.4,10.85,2.5,3,48.05,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
7045,535409,197042,Enfield Highway,Enfield,463.653,0.35,0.46,0,0,0,0.24,0,0,0,0,985.1080045,2.4,8.778147118,6.753425684,7.145307252,5.917411673,3.487745953,5.556776557,37.63881424,9,9,185000,0.012,52.3,11.45,2.5,2.2,25.6,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
7046,535595,197042,Enfield Highway,Enfield,463.653,0.367,0.46,0,0.01,0,0.28,0,0,0,0,1515.553731,2.9,7.942066596,6.61838883,6.373263318,7.108639854,4.036400101,62.62729124,94.70604994,96.5,100,262498,0.013,56,9.55,2.5,2.6,31.65,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
7047,535781,197042,Enfield Highway,Enfield,463.653,0.187,0.38,0,0.01,0,0,0,21.65589905,0,0,1760.022998,2.9,7.942066596,6.61838883,6.373263318,7.108639854,4.036400101,62.62729124,94.70604994,96.5,100,262498,0.013,56,9.55,2.5,2.6,31.65,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
7048,535967,197042,Enfield Highway,Enfield,463.653,0.245,0.46,0,0,0,0.03,0,0,0,66.3227005,2041.402226,2.9,7.895051435,7.170384878,6.464788494,7.284805914,3.260999506,39.76054664,71.83657687,60,61,290000,0.006,52.4,11,2.5,2.7,36,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
7049,536153,197042,Enfield Highway,Enfield,463.653,0.23,0.46,0,0,0,0,0,0,0,0,1752.582001,2.9,7.895051435,7.170384878,6.464788494,7.284805914,3.260999506,39.76054664,71.83657687,60,61,290000,0.006,52.4,11,2.5,2.7,36,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
7050,536339,197042,Enfield Highway,Enfield,463.653,0.366,0.69,0,0.01,0.63,0.3,0,1917.555298,0,0,0,2.4,8.778147118,6.753425684,7.145307252,5.917411673,3.487745953,5.556776557,37.63881424,9,9,185000,0.012,52.3,11.45,2.5,2.2,25.6,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
7051,536526,197042,Enfield Highway,Enfield,463.653,0.27,0.54,0,0,0,0,0,4220.490234,0,0,0,2.4,8.778147118,6.753425684,7.145307252,5.917411673,3.487745953,5.556776557,37.63881424,9,9,185000,0.012,52.3,11.45,2.5,2.2,25.6,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
7052,536712,197042,Enfield Highway,Enfield,463.653,0.31,0.54,0.05,0,0,0,0,1579.77002,0,317.6650085,0,2.4,8.778147118,6.753425684,7.145307252,5.917411673,3.487745953,5.556776557,37.63881424,9,9,185000,0.012,52.3,11.45,2.5,2.2,25.6,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
7053,536898,197042,Enfield Highway,Enfield,463.653,0.499,0.46,0.28,0,0,0,0.09,1276.541071,0,0,0,2.4,8.778147118,6.753425684,7.145307252,5.917411673,3.487745953,5.556776557,37.63881424,9,9,185000,0.012,52.3,11.45,2.5,2.2,25.6,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
7054,537084,197042,Enfield Highway,Enfield,463.653,1.658,0.46,1,0.04,0,0.83,0.45,0,0,0,0,2.4,8.778147118,6.753425684,7.145307252,5.917411673,3.487745953,5.556776557,37.63881424,9,9,185000,0.012,52.3,11.45,2.5,2.2,25.6,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
7055,537270,197042,Enfield Highway,Enfield,463.653,1.39,0.38,1,0,0,0.8,0,0,0,0,0,2.4,8.778147118,6.753425684,7.145307252,5.917411673,3.487745953,5.556776557,37.63881424,9,9,185000,0.012,52.3,11.45,2.5,2.2,25.6,25,2.1,79,1,338,1.66,32,1.2,7.3600001,83,14.8,2,17,0
